[0x201000000002688] lsb 0000000b00000000 - noone  EMIT(REG_PC_VERSION, 0x000b0000);
[0x2010000000026c0] lsb be01000001000000 - CNA    EMIT(REG_PC_VERSION, 0x00000100);
[0x2010000000026e0] lsb bf3277a900000000 - PC     EMIT(REG_PC_VERSION, 0x77a90000);
[0x2010000000026f8] lsb 3eaa73ca00000000 - CNA    EMIT(REG_PC_VERSION, 0x73ca0000);
[0x201000000002830] lsb 0000000b00000000 - noone  EMIT(REG_PC_VERSION, 0x000b0000);
[0x201000000002868] lsb bf01000001000000 - PC     EMIT(REG_PC_VERSION, 0x00000100);
[0x201000000002888] lsb bf1aa23b00000000 - PC     EMIT(REG_PC_VERSION, 0xa23b0000);
[0x2010000000028a0] lsb 3ff02e6900000000 - PC     EMIT(REG_PC_VERSION, 0x2e690000);
[0x2010000000029d8] lsb 0000000b00000000 - noone  EMIT(REG_PC_VERSION, 0x000b0000);
[0x201000000002a10] lsb bf01000001000000 - PC     EMIT(REG_PC_VERSION, 0x00000100);
[0x201000000002a30] lsb 3f8616c600000000 - PC     EMIT(REG_PC_VERSION, 0x16c60000);
[0x201000000002a40] lsb 0000000100000004 - noone  EMIT(REG_PC_VERSION_NUM, 0x00010000);
[0x201000000002a48] lsb beb6282500000000 - CNA    EMIT(REG_PC_VERSION, 0x28250000);
[0x201000000002a60] lsb 02010000001b1040 - CNA    EMIT(REG_CNA_CBUF_CON0, CNA_CBUF_CON0_WEIGHT_BANK(1) | CNA_CBUF_CON0_DATA_BANK(11));
[0x201000000002a78] lsb 02016000a120100c - CNA    EMIT(REG_CNA_CONV_CON1, CNA_CONV_CON1_NONALIGN_DMA(1) | CNA_CONV_CON1_GROUP_LINE_OFF(1) | CNA_CONV_CON1_ARGB_IN(10) | CNA_CONV_CON1_PROC_PRECISION(2) | CNA_CONV_CON1_IN_PRECISION(2));
[0x201000000002a80] lsb 10010000000e4004 - DPU    EMIT(REG_DPU_S_POINTER, DPU_S_POINTER_POINTER_PP_MODE(1) | DPU_S_POINTER_EXECUTER_PP_EN(1) | DPU_S_POINTER_POINTER_PP_EN(1));
[0x201000000002a88] lsb 02016000a120100c - CNA    EMIT(REG_CNA_CONV_CON1, CNA_CONV_CON1_NONALIGN_DMA(1) | CNA_CONV_CON1_GROUP_LINE_OFF(1) | CNA_CONV_CON1_ARGB_IN(10) | CNA_CONV_CON1_PROC_PRECISION(2) | CNA_CONV_CON1_IN_PRECISION(2));
[0x201000000002a90] lsb 0201000003201010 - CNA    EMIT(REG_CNA_CONV_CON2, CNA_CONV_CON2_FEATURE_GRAINS(50));
[0x201000000002a98] lsb 0201000000091014 - CNA    EMIT(REG_CNA_CONV_CON3, CNA_CONV_CON3_CONV_Y_STRIDE(1) | CNA_CONV_CON3_CONV_X_STRIDE(1));
[0x201000000002aa0] lsb 020100e000321020 - CNA    EMIT(REG_CNA_DATA_SIZE0, CNA_DATA_SIZE0_DATAIN_WIDTH(224) | CNA_DATA_SIZE0_DATAIN_HEIGHT(50));
[0x201000000002aa8] lsb 0201000200081024 - CNA    EMIT(REG_CNA_DATA_SIZE1, CNA_DATA_SIZE1_DATAIN_CHANNEL_REAL(2) | CNA_DATA_SIZE1_DATAIN_CHANNEL(8));
[0x201000000002ab0] lsb 0201000000de1028 - CNA    EMIT(REG_CNA_DATA_SIZE2, CNA_DATA_SIZE2_DATAOUT_WIDTH(222));
[0x201000000002ab8] lsb 0201000029a0102c - CNA    EMIT(REG_CNA_DATA_SIZE3, CNA_DATA_SIZE3_DATAOUT_ATOMICS(10656));
[0x201000000002ac0] lsb 0201000012001030 - CNA    EMIT(REG_CNA_WEIGHT_SIZE0, 0x00001200);
[0x201000000002ac8] lsb 0201000000901034 - CNA    EMIT(REG_CNA_WEIGHT_SIZE1, CNA_WEIGHT_SIZE1_WEIGHT_BYTES_PER_KERNEL(144));
[0x201000000002ad0] lsb 0201030300201038 - CNA    EMIT(REG_CNA_WEIGHT_SIZE2, CNA_WEIGHT_SIZE2_WEIGHT_WIDTH(3) | CNA_WEIGHT_SIZE2_WEIGHT_HEIGHT(3) | CNA_WEIGHT_SIZE2_WEIGHT_KERNELS(32));
[0x201000000002ad8] lsb 02010000001b1040 - CNA    EMIT(REG_CNA_CBUF_CON0, CNA_CBUF_CON0_WEIGHT_BANK(1) | CNA_CBUF_CON0_DATA_BANK(11));
[0x201000000002ae0] lsb 020100002bc01044 - CNA    EMIT(REG_CNA_CBUF_CON1, CNA_CBUF_CON1_DATA_ENTRIES(11200));
[0x201000000002ae8] lsb 020100000001104c - CNA    EMIT(REG_CNA_CVT_CON0, CNA_CVT_CON0_CVT_BYPASS(1));
[0x201000000002af0] lsb 0201000100001050 - CNA    EMIT(REG_CNA_CVT_CON1, CNA_CVT_CON1_CVT_SCALE0(1));
[0x201000000002af8] lsb 0201000100001054 - CNA    EMIT(REG_CNA_CVT_CON2, CNA_CVT_CON2_CVT_SCALE1(1));
[0x201000000002b00] lsb 0201000100001058 - CNA    EMIT(REG_CNA_CVT_CON3, CNA_CVT_CON3_CVT_SCALE2(1));
[0x201000000002b08] lsb 020100010000105c - CNA    EMIT(REG_CNA_CVT_CON4, CNA_CVT_CON4_CVT_SCALE3(1));
[0x201000000002b28] lsb 0201ffc620001070 - CNA    EMIT(REG_CNA_FEATURE_DATA_ADDR, 0xffc62000);
[0x201000000002b38] lsb 0201000f000f1078 - CNA    EMIT(REG_CNA_DMA_CON0, CNA_DMA_CON0_WEIGHT_BURST_LEN(15) | CNA_DMA_CON0_DATA_BURST_LEN(15));
[0x201000000002b40] lsb 0201000000e0107c - CNA    EMIT(REG_CNA_DMA_CON1, CNA_DMA_CON1_LINE_STRIDE(224));
[0x201000000002b48] lsb 02010000c3201080 - CNA    EMIT(REG_CNA_DMA_CON2, CNA_DMA_CON2_SURF_STRIDE(49952));
[0x201000000002b50] lsb 020100e000321084 - CNA    EMIT(REG_CNA_FC_DATA_SIZE0, CNA_FC_DATA_SIZE0_DMA_WIDTH(224) | CNA_FC_DATA_SIZE0_DMA_HEIGHT(50));
[0x201000000002b58] lsb 0201000000081088 - CNA    EMIT(REG_CNA_FC_DATA_SIZE1, CNA_FC_DATA_SIZE1_DMA_CHANNEL(8));
[0x201000000002b70] lsb 0201ffff80001110 - CNA    EMIT(REG_CNA_DCOMP_ADDR0, 0xffff8000);
[0x201000000002bf8] lsb 020100000fff1180 - CNA    EMIT(REG_CNA_CVT_CON5, 0x00000fff);
[0x201000000002c08] lsb 0801000002003010 - CORE   EMIT(REG_CORE_MISC_CFG, CORE_MISC_CFG_PROC_PRECISION(2));
[0x201000000002c10] lsb 0801002f00dd3014 - CORE   EMIT(REG_CORE_DATAOUT_SIZE_0, CORE_DATAOUT_SIZE_0_DATAOUT_HEIGHT(47) | CORE_DATAOUT_SIZE_0_DATAOUT_WIDTH(221));
[0x201000000002c18] lsb 08010000001f3018 - CORE   EMIT(REG_CORE_DATAOUT_SIZE_1, CORE_DATAOUT_SIZE_1_DATAOUT_CHANNEL(31));
[0x201000000002c30] lsb 1001000001e4400c - DPU    EMIT(REG_DPU_FEATURE_MODE_CFG, DPU_FEATURE_MODE_CFG_BURST_LEN(15) | DPU_FEATURE_MODE_CFG_OUTPUT_MODE(2));
[0x201000000002c38] lsb 1001480000024010 - DPU    EMIT(REG_DPU_DATA_FORMAT, DPU_DATA_FORMAT_OUT_PRECISION(2) | DPU_DATA_FORMAT_IN_PRECISION(2) | DPU_DATA_FORMAT_PROC_PRECISION(2));
[0x201000000002c48] lsb 1001ff95f0004020 - DPU    EMIT(REG_DPU_DST_BASE_ADDR, 0xff95f000);
[0x201000000002c50] lsb 1001000c08404024 - DPU    EMIT(REG_DPU_DST_SURF_STRIDE, DPU_DST_SURF_STRIDE_DST_SURF_STRIDE(49284));
[0x201000000002c58] lsb 1001000000dd4030 - DPU    EMIT(REG_DPU_DATA_CUBE_WIDTH, DPU_DATA_CUBE_WIDTH_WIDTH(221));
